"mnb_date","ccy_name","ccy_full_name","unit","mnb_rate"
"5193",2019-08-26,"GHP","Ghana Pound",1,NA
"5194",2019-08-26,"GRD","Greek Drachma",100,NA
"5195",2019-08-26,"HKD","Hong Kong Dollar",1,37.76
"5196",2019-08-26,"HRK","Croatian Kuna",1,44.53
"5197",2019-08-26,"HUF","Hungarian forint",1,NA
"5198",2019-08-26,"IDR","Indonesian Rupiah",100,2.08
"5199",2019-08-26,"IEP","Irish Pound",1,NA
"5200",2019-08-26,"ILS","Israeli Shekel",1,84.16
"5201",2019-08-26,"INR","Indian Rupee",1,4.12
"5202",2019-08-26,"ISK","Icelandic Krona",1,2.38
"5203",2019-08-26,"ITL","Italian Lira",1000,NA
"5204",2019-08-26,"JPY","Japanese Yen",100,279.66
"5205",2019-08-26,"KPW","North Korean Won",100,NA
"5206",2019-08-26,"KRW","South Korean Won",100,24.39
"5207",2019-08-26,"KWD","Kuwaiti Dinar",1,NA
"5208",2019-08-26,"LBP","Lebanese Pound",100,NA
"5209",2019-08-26,"LTL","Lithuanian litas",1,NA
"5210",2019-08-26,"LUF","Luxembourg Franc",100,NA
"5211",2019-08-26,"LVL","Latvian lats",1,NA
"5212",2019-08-26,"MNT","Mongolian Tugrik",100,NA
"5213",2019-08-26,"MXN","Mexican Peso",1,14.87
"5214",2019-08-26,"MYR","Malaysian Ringgit",1,70.47
"5215",2019-08-26,"NLG","Netherlands Guilder",1,NA
"5216",2019-08-26,"NOK","Norwegian Krone",1,33.02
"5217",2019-08-26,"NZD","New Zealand Dollar",1,188.85
"5218",2019-08-26,"OAL","Alban Lek",100,NA
"5219",2019-08-26,"OBL","Bulgarian Lev",100,NA
"5220",2019-08-26,"OFR","French Franc",100,NA
"5221",2019-08-26,"ORB","Ruble",100,NA
"5222",2019-08-26,"PHP","Philippine Peso",1,5.65
"5223",2019-08-26,"PKR","Pakistan Rupee",100,NA
"5224",2019-08-26,"PLN","Polish Zloty",1,75.31
"5225",2019-08-26,"PTE","Portuguese Escudo",100,NA
"5226",2019-08-26,"ROL","Romanian Leu",100,NA
"5227",2019-08-26,"RON","Romanian New Leu",1,69.68
"5228",2019-08-26,"RSD","Serbian Dinar",1,2.79
"5229",2019-08-26,"RUB","Russian Rubel",1,4.49
"5230",2019-08-26,"SDP","Sudanese pound",1,NA
"5231",2019-08-26,"SEK","Swedish Krona",1,30.69
"5232",2019-08-26,"SGD","Singapore Dollar",1,213.5
"5233",2019-08-26,"SIT","Slovenian Tolar",1,NA
"5234",2019-08-26,"SKK","Slovak Koruna",1,NA
"5235",2019-08-26,"SUR","New Ruble",100,NA
"5236",2019-08-26,"THB","Thai Baht",1,9.68
"5237",2019-08-26,"TRY","Turkish Lira",1,51.02
"5238",2019-08-26,"UAH","Ukrainian Hryvnia",1,11.8
"5239",2019-08-26,"USD","US Dollar",1,296.19
"5240",2019-08-26,"VND","Vietnamese Dong",100,NA
"5241",2019-08-26,"XEU","ECU",1,NA
"5242",2019-08-26,"XTR","Tr/Cl Ruble",1,NA
"5243",2019-08-26,"YUD","Yugoslavian Dinar",1,NA
"5244",2019-08-26,"ZAR","South African Rand",1,19.38
"5245",2019-08-23,"ATS","Austrian Schilling",1,NA
"5246",2019-08-23,"AUD","Australian Dollar",1,200.58
"5247",2019-08-23,"AUP","Australian Pound",1,NA
"5248",2019-08-23,"BEF","Belgian Franc",100,NA
"5249",2019-08-23,"BGL","Bulgarian Lev",100,NA
"5250",2019-08-23,"BGN","Bulgarian Lev",1,167.9
"5251",2019-08-23,"BRL","Brazilian real",1,72.92
"5252",2019-08-23,"CAD","Canadian Dollar",1,222.85
"5253",2019-08-23,"CHF","Swiss Franc",1,300.54
"5254",2019-08-23,"CNY","Chinese yuan renminbi",1,41.9
"5255",2019-08-23,"CSD","Serbian Dinar",1,NA
"5256",2019-08-23,"CSK","Czechoslovakian Koruna",100,NA
"5257",2019-08-23,"CYN","Chinese yuan",100,NA
"5258",2019-08-23,"CZK","Czech Koruna",1,12.75
"5259",2019-08-23,"DDM","DDR Mark",100,NA
"5260",2019-08-23,"DEM","Deutsche Mark",1,NA
"5261",2019-08-23,"DKK","Danish Krone",1,44.05
"5262",2019-08-23,"EEK","Estonian kroon",1,NA
"5263",2019-08-23,"EGP","Egyptian Pound",1,NA
"5264",2019-08-23,"ESP","Spanish Peseta",100,NA
"5265",2019-08-23,"EUR","Euro",1,328.38
"5266",2019-08-23,"FIM","Finnish Markka",1,NA
"5267",2019-08-23,"FRF","French Franc",1,NA
"5268",2019-08-23,"GBP","Pound Sterling",1,362.18
"5269",2019-08-23,"GHP","Ghana Pound",1,NA
"5270",2019-08-23,"GRD","Greek Drachma",100,NA
"5271",2019-08-23,"HKD","Hong Kong Dollar",1,37.84
"5272",2019-08-23,"HRK","Croatian Kuna",1,44.42
"5273",2019-08-23,"HUF","Hungarian forint",1,NA
"5274",2019-08-23,"IDR","Indonesian Rupiah",100,2.09
"5275",2019-08-23,"IEP","Irish Pound",1,NA
"5276",2019-08-23,"ILS","Israeli Shekel",1,84.52
"5277",2019-08-23,"INR","Indian Rupee",1,4.14
"5278",2019-08-23,"ISK","Icelandic Krona",1,2.37
"5279",2019-08-23,"ITL","Italian Lira",1000,NA
"5280",2019-08-23,"JPY","Japanese Yen",100,278.27
"5281",2019-08-23,"KPW","North Korean Won",100,NA
"5282",2019-08-23,"KRW","South Korean Won",100,24.51
"5283",2019-08-23,"KWD","Kuwaiti Dinar",1,NA
"5284",2019-08-23,"LBP","Lebanese Pound",100,NA
"5285",2019-08-23,"LTL","Lithuanian litas",1,NA
"5286",2019-08-23,"LUF","Luxembourg Franc",100,NA
"5287",2019-08-23,"LVL","Latvian lats",1,NA
"5288",2019-08-23,"MNT","Mongolian Tugrik",100,NA
"5289",2019-08-23,"MXN","Mexican Peso",1,15.01
"5290",2019-08-23,"MYR","Malaysian Ringgit",1,70.82
"5291",2019-08-23,"NLG","Netherlands Guilder",1,NA
"5292",2019-08-23,"NOK","Norwegian Krone",1,33.04
"5293",2019-08-23,"NZD","New Zealand Dollar",1,189.46
"5294",2019-08-23,"OAL","Alban Lek",100,NA
"5295",2019-08-23,"OBL","Bulgarian Lev",100,NA
"5296",2019-08-23,"OFR","French Franc",100,NA
"5297",2019-08-23,"ORB","Ruble",100,NA
"5298",2019-08-23,"PHP","Philippine Peso",1,5.67
"5299",2019-08-23,"PKR","Pakistan Rupee",100,NA
"5300",2019-08-23,"PLN","Polish Zloty",1,75.37
"5301",2019-08-23,"PTE","Portuguese Escudo",100,NA
"5302",2019-08-23,"ROL","Romanian Leu",100,NA
"5303",2019-08-23,"RON","Romanian New Leu",1,69.55
"5304",2019-08-23,"RSD","Serbian Dinar",1,2.78
"5305",2019-08-23,"RUB","Russian Rubel",1,4.52
"5306",2019-08-23,"SDP","Sudanese pound",1,NA
"5307",2019-08-23,"SEK","Swedish Krona",1,30.65
"5308",2019-08-23,"SGD","Singapore Dollar",1,213.98
"5309",2019-08-23,"SIT","Slovenian Tolar",1,NA
"5310",2019-08-23,"SKK","Slovak Koruna",1,NA
"5311",2019-08-23,"SUR","New Ruble",100,NA
"5312",2019-08-23,"THB","Thai Baht",1,9.66
"5313",2019-08-23,"TRY","Turkish Lira",1,51.48
"5314",2019-08-23,"UAH","Ukrainian Hryvnia",1,11.83
"5315",2019-08-23,"USD","US Dollar",1,296.72
"5316",2019-08-23,"VND","Vietnamese Dong",100,NA
"5317",2019-08-23,"XEU","ECU",1,NA
"5318",2019-08-23,"XTR","Tr/Cl Ruble",1,NA
"5319",2019-08-23,"YUD","Yugoslavian Dinar",1,NA
"5320",2019-08-23,"ZAR","South African Rand",1,19.59
"5321",2019-08-22,"ATS","Austrian Schilling",1,NA
"5322",2019-08-22,"AUD","Australian Dollar",1,199.79
"5323",2019-08-22,"AUP","Australian Pound",1,NA
"5324",2019-08-22,"BEF","Belgian Franc",100,NA
"5325",2019-08-22,"BGL","Bulgarian Lev",100,NA
"5326",2019-08-22,"BGN","Bulgarian Lev",1,167.51
"5327",2019-08-22,"BRL","Brazilian real",1,73.33
"5328",2019-08-22,"CAD","Canadian Dollar",1,222.04
"5329",2019-08-22,"CHF","Swiss Franc",1,300.55
"5330",2019-08-22,"CNY","Chinese yuan renminbi",1,41.65
"5331",2019-08-22,"CSD","Serbian Dinar",1,NA
"5332",2019-08-22,"CSK","Czechoslovakian Koruna",100,NA
"5333",2019-08-22,"CYN","Chinese yuan",100,NA
"5334",2019-08-22,"CZK","Czech Koruna",1,12.7
"5335",2019-08-22,"DDM","DDR Mark",100,NA
"5336",2019-08-22,"DEM","Deutsche Mark",1,NA
"5337",2019-08-22,"DKK","Danish Krone",1,43.94
"5338",2019-08-22,"EEK","Estonian kroon",1,NA
"5339",2019-08-22,"EGP","Egyptian Pound",1,NA
"5340",2019-08-22,"ESP","Spanish Peseta",100,NA
"5341",2019-08-22,"EUR","Euro",1,327.64
"5342",2019-08-22,"FIM","Finnish Markka",1,NA
"5343",2019-08-22,"FRF","French Franc",1,NA
"5344",2019-08-22,"GBP","Pound Sterling",1,358.64
"5345",2019-08-22,"GHP","Ghana Pound",1,NA
"5346",2019-08-22,"GRD","Greek Drachma",100,NA
"5347",2019-08-22,"HKD","Hong Kong Dollar",1,37.64
"5348",2019-08-22,"HRK","Croatian Kuna",1,44.39
"5349",2019-08-22,"HUF","Hungarian forint",1,NA
"5350",2019-08-22,"IDR","Indonesian Rupiah",100,2.07
"5351",2019-08-22,"IEP","Irish Pound",1,NA
"5352",2019-08-22,"ILS","Israeli Shekel",1,83.81
"5353",2019-08-22,"INR","Indian Rupee",1,4.11
"5354",2019-08-22,"ISK","Icelandic Krona",1,2.37
"5355",2019-08-22,"ITL","Italian Lira",1000,NA
"5356",2019-08-22,"JPY","Japanese Yen",100,277.44
"5357",2019-08-22,"KPW","North Korean Won",100,NA
"5358",2019-08-22,"KRW","South Korean Won",100,24.43
"5359",2019-08-22,"KWD","Kuwaiti Dinar",1,NA
"5360",2019-08-22,"LBP","Lebanese Pound",100,NA
"5361",2019-08-22,"LTL","Lithuanian litas",1,NA
"5362",2019-08-22,"LUF","Luxembourg Franc",100,NA
"5363",2019-08-22,"LVL","Latvian lats",1,NA
"5364",2019-08-22,"MNT","Mongolian Tugrik",100,NA
"5365",2019-08-22,"MXN","Mexican Peso",1,14.96
"5366",2019-08-22,"MYR","Malaysian Ringgit",1,70.53
"5367",2019-08-22,"NLG","Netherlands Guilder",1,NA
"5368",2019-08-22,"NOK","Norwegian Krone",1,32.96
"5369",2019-08-22,"NZD","New Zealand Dollar",1,188.49
"5370",2019-08-22,"OAL","Alban Lek",100,NA
"5371",2019-08-22,"OBL","Bulgarian Lev",100,NA
"5372",2019-08-22,"OFR","French Franc",100,NA
"5373",2019-08-22,"ORB","Ruble",100,NA
"5374",2019-08-22,"PHP","Philippine Peso",1,5.64
"5375",2019-08-22,"PKR","Pakistan Rupee",100,NA
"5376",2019-08-22,"PLN","Polish Zloty",1,75.04
"5377",2019-08-22,"PTE","Portuguese Escudo",100,NA
"5378",2019-08-22,"ROL","Romanian Leu",100,NA
"5379",2019-08-22,"RON","Romanian New Leu",1,69.29
"5380",2019-08-22,"RSD","Serbian Dinar",1,2.78
"5381",2019-08-22,"RUB","Russian Rubel",1,4.5
"5382",2019-08-22,"SDP","Sudanese pound",1,NA
"5383",2019-08-22,"SEK","Swedish Krona",1,30.58
"5384",2019-08-22,"SGD","Singapore Dollar",1,213.03
"5385",2019-08-22,"SIT","Slovenian Tolar",1,NA
"5386",2019-08-22,"SKK","Slovak Koruna",1,NA
"5387",2019-08-22,"SUR","New Ruble",100,NA
"5388",2019-08-22,"THB","Thai Baht",1,9.59
"5389",2019-08-22,"TRY","Turkish Lira",1,51.23
"5390",2019-08-22,"UAH","Ukrainian Hryvnia",1,11.81
"5391",2019-08-22,"USD","US Dollar",1,295.2
"5392",2019-08-22,"VND","Vietnamese Dong",100,NA
"5393",2019-08-22,"XEU","ECU",1,NA
"5394",2019-08-22,"XTR","Tr/Cl Ruble",1,NA
"5395",2019-08-22,"YUD","Yugoslavian Dinar",1,NA
"5396",2019-08-22,"ZAR","South African Rand",1,19.4
"5397",2019-08-21,"ATS","Austrian Schilling",1,NA
"5398",2019-08-21,"AUD","Australian Dollar",1,200.2
"5399",2019-08-21,"AUP","Australian Pound",1,NA
"5400",2019-08-21,"BEF","Belgian Franc",100,NA
"5401",2019-08-21,"BGL","Bulgarian Lev",100,NA
"5402",2019-08-21,"BGN","Bulgarian Lev",1,167.37
"5403",2019-08-21,"BRL","Brazilian real",1,72.78
"5404",2019-08-21,"CAD","Canadian Dollar",1,221.7
"5405",2019-08-21,"CHF","Swiss Franc",1,301.02
"5406",2019-08-21,"CNY","Chinese yuan renminbi",1,41.75
"5407",2019-08-21,"CSD","Serbian Dinar",1,NA
"5408",2019-08-21,"CSK","Czechoslovakian Koruna",100,NA
"5409",2019-08-21,"CYN","Chinese yuan",100,NA
"5410",2019-08-21,"CZK","Czech Koruna",1,12.69
"5411",2019-08-21,"DDM","DDR Mark",100,NA
"5412",2019-08-21,"DEM","Deutsche Mark",1,NA
"5413",2019-08-21,"DKK","Danish Krone",1,43.9
"5414",2019-08-21,"EEK","Estonian kroon",1,NA
"5415",2019-08-21,"EGP","Egyptian Pound",1,NA
"5416",2019-08-21,"ESP","Spanish Peseta",100,NA
"5417",2019-08-21,"EUR","Euro",1,327.36
"5418",2019-08-21,"FIM","Finnish Markka",1,NA
"5419",2019-08-21,"FRF","French Franc",1,NA
"5420",2019-08-21,"GBP","Pound Sterling",1,358.27
"5421",2019-08-21,"GHP","Ghana Pound",1,NA
"5422",2019-08-21,"GRD","Greek Drachma",100,NA
"5423",2019-08-21,"HKD","Hong Kong Dollar",1,37.61
"5424",2019-08-21,"HRK","Croatian Kuna",1,44.34
"5425",2019-08-21,"HUF","Hungarian forint",1,NA
"5426",2019-08-21,"IDR","Indonesian Rupiah",100,2.07
"5427",2019-08-21,"IEP","Irish Pound",1,NA
"5428",2019-08-21,"ILS","Israeli Shekel",1,83.67
"5429",2019-08-21,"INR","Indian Rupee",1,4.13
"5430",2019-08-21,"ISK","Icelandic Krona",1,2.37
"5431",2019-08-21,"ITL","Italian Lira",1000,NA
"5432",2019-08-21,"JPY","Japanese Yen",100,276.86
"5433",2019-08-21,"KPW","North Korean Won",100,NA
"5434",2019-08-21,"KRW","South Korean Won",100,24.51
"5435",2019-08-21,"KWD","Kuwaiti Dinar",1,NA
"5436",2019-08-21,"LBP","Lebanese Pound",100,NA
"5437",2019-08-21,"LTL","Lithuanian litas",1,NA
"5438",2019-08-21,"LUF","Luxembourg Franc",100,NA
"5439",2019-08-21,"LVL","Latvian lats",1,NA
"5440",2019-08-21,"MNT","Mongolian Tugrik",100,NA
"5441",2019-08-21,"MXN","Mexican Peso",1,14.96
"5442",2019-08-21,"MYR","Malaysian Ringgit",1,70.59
"5443",2019-08-21,"NLG","Netherlands Guilder",1,NA
"5444",2019-08-21,"NOK","Norwegian Krone",1,32.91
"5445",2019-08-21,"NZD","New Zealand Dollar",1,188.9
"5446",2019-08-21,"OAL","Alban Lek",100,NA
"5447",2019-08-21,"OBL","Bulgarian Lev",100,NA
"5448",2019-08-21,"OFR","French Franc",100,NA
"5449",2019-08-21,"ORB","Ruble",100,NA
"5450",2019-08-21,"PHP","Philippine Peso",1,5.65
"5451",2019-08-21,"PKR","Pakistan Rupee",100,NA
"5452",2019-08-21,"PLN","Polish Zloty",1,75.23
"5453",2019-08-21,"PTE","Portuguese Escudo",100,NA
"5454",2019-08-21,"ROL","Romanian Leu",100,NA
"5455",2019-08-21,"RON","Romanian New Leu",1,69.22
"5456",2019-08-21,"RSD","Serbian Dinar",1,2.78
"5457",2019-08-21,"RUB","Russian Rubel",1,4.46
"5458",2019-08-21,"SDP","Sudanese pound",1,NA
"5459",2019-08-21,"SEK","Swedish Krona",1,30.53
"5460",2019-08-21,"SGD","Singapore Dollar",1,213.16
"5461",2019-08-21,"SIT","Slovenian Tolar",1,NA
"5462",2019-08-21,"SKK","Slovak Koruna",1,NA
"5463",2019-08-21,"SUR","New Ruble",100,NA
"5464",2019-08-21,"THB","Thai Baht",1,9.58
"5465",2019-08-21,"TRY","Turkish Lira",1,51.62
"5466",2019-08-21,"UAH","Ukrainian Hryvnia",1,11.72
"5467",2019-08-21,"USD","US Dollar",1,294.97
"5468",2019-08-21,"VND","Vietnamese Dong",100,NA
"5469",2019-08-21,"XEU","ECU",1,NA
"5470",2019-08-21,"XTR","Tr/Cl Ruble",1,NA
"5471",2019-08-21,"YUD","Yugoslavian Dinar",1,NA
"5472",2019-08-21,"ZAR","South African Rand",1,19.36
"5473",2019-08-16,"ATS","Austrian Schilling",1,NA
"5474",2019-08-16,"AUD","Australian Dollar",1,198.87
"5475",2019-08-16,"AUP","Australian Pound",1,NA
"5476",2019-08-16,"BEF","Belgian Franc",100,NA
"5477",2019-08-16,"BGL","Bulgarian Lev",100,NA
"5478",2019-08-16,"BGN","Bulgarian Lev",1,166.14
"5479",2019-08-16,"BRL","Brazilian real",1,73.44
"5480",2019-08-16,"CAD","Canadian Dollar",1,220.43
"5481",2019-08-16,"CHF","Swiss Franc",1,299.19
"5482",2019-08-16,"CNY","Chinese yuan renminbi",1,41.64
"5483",2019-08-16,"CSD","Serbian Dinar",1,NA
"5484",2019-08-16,"CSK","Czechoslovakian Koruna",100,NA
"5485",2019-08-16,"CYN","Chinese yuan",100,NA
"5486",2019-08-16,"CZK","Czech Koruna",1,12.59
"5487",2019-08-16,"DDM","DDR Mark",100,NA
"5488",2019-08-16,"DEM","Deutsche Mark",1,NA
"5489",2019-08-16,"DKK","Danish Krone",1,43.57
"5490",2019-08-16,"EEK","Estonian kroon",1,NA
"5491",2019-08-16,"EGP","Egyptian Pound",1,NA
"5492",2019-08-16,"ESP","Spanish Peseta",100,NA
"5493",2019-08-16,"EUR","Euro",1,324.96
"5494",2019-08-16,"FIM","Finnish Markka",1,NA
"5495",2019-08-16,"FRF","French Franc",1,NA
"5496",2019-08-16,"GBP","Pound Sterling",1,356.06
"5497",2019-08-16,"GHP","Ghana Pound",1,NA
"5498",2019-08-16,"GRD","Greek Drachma",100,NA
"5499",2019-08-16,"HKD","Hong Kong Dollar",1,37.39
"5500",2019-08-16,"HRK","Croatian Kuna",1,43.98
"5501",2019-08-16,"HUF","Hungarian forint",1,NA
"5502",2019-08-16,"IDR","Indonesian Rupiah",100,2.06
"5503",2019-08-16,"IEP","Irish Pound",1,NA
"5504",2019-08-16,"ILS","Israeli Shekel",1,82.77
"5505",2019-08-16,"INR","Indian Rupee",1,4.12
"5506",2019-08-16,"ISK","Icelandic Krona",1,2.36
"5507",2019-08-16,"ITL","Italian Lira",1000,NA
"5508",2019-08-16,"JPY","Japanese Yen",100,275.75
"5509",2019-08-16,"KPW","North Korean Won",100,NA
"5510",2019-08-16,"KRW","South Korean Won",100,24.21
"5511",2019-08-16,"KWD","Kuwaiti Dinar",1,NA
"5512",2019-08-16,"LBP","Lebanese Pound",100,NA
"5513",2019-08-16,"LTL","Lithuanian litas",1,NA
"5514",2019-08-16,"LUF","Luxembourg Franc",100,NA
"5515",2019-08-16,"LVL","Latvian lats",1,NA
"5516",2019-08-16,"MNT","Mongolian Tugrik",100,NA
"5517",2019-08-16,"MXN","Mexican Peso",1,15.01
"5518",2019-08-16,"MYR","Malaysian Ringgit",1,70.11
"5519",2019-08-16,"NLG","Netherlands Guilder",1,NA
"5520",2019-08-16,"NOK","Norwegian Krone",1,32.51
"5521",2019-08-16,"NZD","New Zealand Dollar",1,188.52
"5522",2019-08-16,"OAL","Alban Lek",100,NA
"5523",2019-08-16,"OBL","Bulgarian Lev",100,NA
"5524",2019-08-16,"OFR","French Franc",100,NA
"5525",2019-08-16,"ORB","Ruble",100,NA
"5526",2019-08-16,"PHP","Philippine Peso",1,5.59
"5527",2019-08-16,"PKR","Pakistan Rupee",100,NA
"5528",2019-08-16,"PLN","Polish Zloty",1,74.62
"5529",2019-08-16,"PTE","Portuguese Escudo",100,NA
"5530",2019-08-16,"ROL","Romanian Leu",100,NA
"5531",2019-08-16,"RON","Romanian New Leu",1,68.74
"5532",2019-08-16,"RSD","Serbian Dinar",1,2.76
"5533",2019-08-16,"RUB","Russian Rubel",1,4.45
"5534",2019-08-16,"SDP","Sudanese pound",1,NA
"5535",2019-08-16,"SEK","Swedish Krona",1,30.28
"5536",2019-08-16,"SGD","Singapore Dollar",1,211.23
"5537",2019-08-16,"SIT","Slovenian Tolar",1,NA
"5538",2019-08-16,"SKK","Slovak Koruna",1,NA
"5539",2019-08-16,"SUR","New Ruble",100,NA
"5540",2019-08-16,"THB","Thai Baht",1,9.49
"5541",2019-08-16,"TRY","Turkish Lira",1,52.83
"5542",2019-08-16,"UAH","Ukrainian Hryvnia",1,11.65
"5543",2019-08-16,"USD","US Dollar",1,293.15
"5544",2019-08-16,"VND","Vietnamese Dong",100,NA
"5545",2019-08-16,"XEU","ECU",1,NA
"5546",2019-08-16,"XTR","Tr/Cl Ruble",1,NA
"5547",2019-08-16,"YUD","Yugoslavian Dinar",1,NA
"5548",2019-08-16,"ZAR","South African Rand",1,19.32
"5549",2019-08-15,"ATS","Austrian Schilling",1,NA
"5550",2019-08-15,"AUD","Australian Dollar",1,198.07
"5551",2019-08-15,"AUP","Australian Pound",1,NA
"5552",2019-08-15,"BEF","Belgian Franc",100,NA
"5553",2019-08-15,"BGL","Bulgarian Lev",100,NA
"5554",2019-08-15,"BGN","Bulgarian Lev",1,166.74
"5555",2019-08-15,"BRL","Brazilian real",1,72.2
"5556",2019-08-15,"CAD","Canadian Dollar",1,219.84
"5557",2019-08-15,"CHF","Swiss Franc",1,300.05
"5558",2019-08-15,"CNY","Chinese yuan renminbi",1,41.61
"5559",2019-08-15,"CSD","Serbian Dinar",1,NA
"5560",2019-08-15,"CSK","Czechoslovakian Koruna",100,NA
"5561",2019-08-15,"CYN","Chinese yuan",100,NA
"5562",2019-08-15,"CZK","Czech Koruna",1,12.6
"5563",2019-08-15,"DDM","DDR Mark",100,NA
"5564",2019-08-15,"DEM","Deutsche Mark",1,NA
"5565",2019-08-15,"DKK","Danish Krone",1,43.72
"5566",2019-08-15,"EEK","Estonian kroon",1,NA
"5567",2019-08-15,"EGP","Egyptian Pound",1,NA
"5568",2019-08-15,"ESP","Spanish Peseta",100,NA
"5569",2019-08-15,"EUR","Euro",1,326.13
"5570",2019-08-15,"FIM","Finnish Markka",1,NA
"5571",2019-08-15,"FRF","French Franc",1,NA
"5572",2019-08-15,"GBP","Pound Sterling",1,353.45
"5573",2019-08-15,"GHP","Ghana Pound",1,NA
"5574",2019-08-15,"GRD","Greek Drachma",100,NA
"5575",2019-08-15,"HKD","Hong Kong Dollar",1,37.31
"5576",2019-08-15,"HRK","Croatian Kuna",1,44.13
"5577",2019-08-15,"HUF","Hungarian forint",1,NA
"5578",2019-08-15,"IDR","Indonesian Rupiah",100,2.05
"5579",2019-08-15,"IEP","Irish Pound",1,NA
"5580",2019-08-15,"ILS","Israeli Shekel",1,83.24
"5581",2019-08-15,"INR","Indian Rupee",1,4.1
"5582",2019-08-15,"ISK","Icelandic Krona",1,2.36
"5583",2019-08-15,"ITL","Italian Lira",1000,NA
"5584",2019-08-15,"JPY","Japanese Yen",100,275.75
"5585",2019-08-15,"KPW","North Korean Won",100,NA
"5586",2019-08-15,"KRW","South Korean Won",100,24.08
"5587",2019-08-15,"KWD","Kuwaiti Dinar",1,NA
"5588",2019-08-15,"LBP","Lebanese Pound",100,NA
"5589",2019-08-15,"LTL","Lithuanian litas",1,NA
"5590",2019-08-15,"LUF","Luxembourg Franc",100,NA
"5591",2019-08-15,"LVL","Latvian lats",1,NA
"5592",2019-08-15,"MNT","Mongolian Tugrik",100,NA
"5593",2019-08-15,"MXN","Mexican Peso",1,14.88
"5594",2019-08-15,"MYR","Malaysian Ringgit",1,69.77
"5595",2019-08-15,"NLG","Netherlands Guilder",1,NA
"5596",2019-08-15,"NOK","Norwegian Krone",1,32.57
"5597",2019-08-15,"NZD","New Zealand Dollar",1,188.3
"5598",2019-08-15,"OAL","Alban Lek",100,NA
"5599",2019-08-15,"OBL","Bulgarian Lev",100,NA
"5600",2019-08-15,"OFR","French Franc",100,NA
"5601",2019-08-15,"ORB","Ruble",100,NA
"5602",2019-08-15,"PHP","Philippine Peso",1,5.56
"5603",2019-08-15,"PKR","Pakistan Rupee",100,NA
"5604",2019-08-15,"PLN","Polish Zloty",1,74.2
"5605",2019-08-15,"PTE","Portuguese Escudo",100,NA
"5606",2019-08-15,"ROL","Romanian Leu",100,NA
"5607",2019-08-15,"RON","Romanian New Leu",1,69.04
"5608",2019-08-15,"RSD","Serbian Dinar",1,2.77
"5609",2019-08-15,"RUB","Russian Rubel",1,4.42
"5610",2019-08-15,"SDP","Sudanese pound",1,NA
"5611",2019-08-15,"SEK","Swedish Krona",1,30.42
"5612",2019-08-15,"SGD","Singapore Dollar",1,210.57
"5613",2019-08-15,"SIT","Slovenian Tolar",1,NA
"5614",2019-08-15,"SKK","Slovak Koruna",1,NA
"5615",2019-08-15,"SUR","New Ruble",100,NA
"5616",2019-08-15,"THB","Thai Baht",1,9.47
"5617",2019-08-15,"TRY","Turkish Lira",1,52.36
"5618",2019-08-15,"UAH","Ukrainian Hryvnia",1,11.55
"5619",2019-08-15,"USD","US Dollar",1,292.52
"5620",2019-08-15,"VND","Vietnamese Dong",100,NA
"5621",2019-08-15,"XEU","ECU",1,NA
"5622",2019-08-15,"XTR","Tr/Cl Ruble",1,NA
"5623",2019-08-15,"YUD","Yugoslavian Dinar",1,NA
"5624",2019-08-15,"ZAR","South African Rand",1,19.14
"5625",2019-08-14,"ATS","Austrian Schilling",1,NA
"5626",2019-08-14,"AUD","Australian Dollar",1,195.92
"5627",2019-08-14,"AUP","Australian Pound",1,NA
"5628",2019-08-14,"BEF","Belgian Franc",100,NA
"5629",2019-08-14,"BGL","Bulgarian Lev",100,NA
"5630",2019-08-14,"BGN","Bulgarian Lev",1,165.37
"5631",2019-08-14,"BRL","Brazilian real",1,73.01
"5632",2019-08-14,"CAD","Canadian Dollar",1,218.52
"5633",2019-08-14,"CHF","Swiss Franc",1,297.15
"5634",2019-08-14,"CNY","Chinese yuan renminbi",1,41.24
"5635",2019-08-14,"CSD","Serbian Dinar",1,NA
"5636",2019-08-14,"CSK","Czechoslovakian Koruna",100,NA
"5637",2019-08-14,"CYN","Chinese yuan",100,NA
"5638",2019-08-14,"CZK","Czech Koruna",1,12.52
"5639",2019-08-14,"DDM","DDR Mark",100,NA
"5640",2019-08-14,"DEM","Deutsche Mark",1,NA
"5641",2019-08-14,"DKK","Danish Krone",1,43.34
"5642",2019-08-14,"EEK","Estonian kroon",1,NA
"5643",2019-08-14,"EGP","Egyptian Pound",1,NA
"5644",2019-08-14,"ESP","Spanish Peseta",100,NA
"5645",2019-08-14,"EUR","Euro",1,323.45
"5646",2019-08-14,"FIM","Finnish Markka",1,NA
"5647",2019-08-14,"FRF","French Franc",1,NA
"5648",2019-08-14,"GBP","Pound Sterling",1,349.21
"5649",2019-08-14,"GHP","Ghana Pound",1,NA
"5650",2019-08-14,"GRD","Greek Drachma",100,NA
"5651",2019-08-14,"HKD","Hong Kong Dollar",1,36.89
"5652",2019-08-14,"HRK","Croatian Kuna",1,43.78
"5653",2019-08-14,"HUF","Hungarian forint",1,NA
"5654",2019-08-14,"IDR","Indonesian Rupiah",100,2.03
"5655",2019-08-14,"IEP","Irish Pound",1,NA
"5656",2019-08-14,"ILS","Israeli Shekel",1,82.96
"5657",2019-08-14,"INR","Indian Rupee",1,4.06
"5658",2019-08-14,"ISK","Icelandic Krona",1,2.33
