"mnb_date","ccy_name","ccy_full_name","unit","mnb_rate"
"8978",2019-06-13,"CNY","Chinese yuan renminbi",1,41.22
"8979",2019-06-13,"CSD","Serbian Dinar",1,NA
"8980",2019-06-13,"CSK","Czechoslovakian Koruna",100,NA
"8981",2019-06-13,"CYN","Chinese yuan",100,NA
"8982",2019-06-13,"CZK","Czech Koruna",1,12.6
"8983",2019-06-13,"DDM","DDR Mark",100,NA
"8984",2019-06-13,"DEM","Deutsche Mark",1,NA
"8985",2019-06-13,"DKK","Danish Krone",1,43.15
"8986",2019-06-13,"EEK","Estonian kroon",1,NA
"8987",2019-06-13,"EGP","Egyptian Pound",1,NA
"8988",2019-06-13,"ESP","Spanish Peseta",100,NA
"8989",2019-06-13,"EUR","Euro",1,322.29
"8990",2019-06-13,"FIM","Finnish Markka",1,NA
"8991",2019-06-13,"FRF","French Franc",1,NA
"8992",2019-06-13,"GBP","Pound Sterling",1,361.55
"8993",2019-06-13,"GHP","Ghana Pound",1,NA
"8994",2019-06-13,"GRD","Greek Drachma",100,NA
"8995",2019-06-13,"HKD","Hong Kong Dollar",1,36.46
"8996",2019-06-13,"HRK","Croatian Kuna",1,43.46
"8997",2019-06-13,"HUF","Hungarian forint",1,NA
"8998",2019-06-13,"IDR","Indonesian Rupiah",100,2
"8999",2019-06-13,"IEP","Irish Pound",1,NA
"9000",2019-06-13,"ILS","Israeli Shekel",1,79.46
"9001",2019-06-13,"INR","Indian Rupee",1,4.11
"9002",2019-06-13,"ISK","Icelandic Krona",1,2.28
"9003",2019-06-13,"ITL","Italian Lira",1000,NA
"9004",2019-06-13,"JPY","Japanese Yen",100,263.23
"9005",2019-06-13,"KPW","North Korean Won",100,NA
"9006",2019-06-13,"KRW","South Korean Won",100,24.1
"9007",2019-06-13,"KWD","Kuwaiti Dinar",1,NA
"9008",2019-06-13,"LBP","Lebanese Pound",100,NA
"9009",2019-06-13,"LTL","Lithuanian litas",1,NA
"9010",2019-06-13,"LUF","Luxembourg Franc",100,NA
"9011",2019-06-13,"LVL","Latvian lats",1,NA
"9012",2019-06-13,"MNT","Mongolian Tugrik",100,NA
"9013",2019-06-13,"MXN","Mexican Peso",1,14.88
"9014",2019-06-13,"MYR","Malaysian Ringgit",1,68.53
"9015",2019-06-13,"NLG","Netherlands Guilder",1,NA
"9016",2019-06-13,"NOK","Norwegian Krone",1,32.94
"9017",2019-06-13,"NZD","New Zealand Dollar",1,187.33
"9018",2019-06-13,"OAL","Alban Lek",100,NA
"9019",2019-06-13,"OBL","Bulgarian Lev",100,NA
"9020",2019-06-13,"OFR","French Franc",100,NA
"9021",2019-06-13,"ORB","Ruble",100,NA
"9022",2019-06-13,"PHP","Philippine Peso",1,5.5
"9023",2019-06-13,"PKR","Pakistan Rupee",100,NA
"9024",2019-06-13,"PLN","Polish Zloty",1,75.63
"9025",2019-06-13,"PTE","Portuguese Escudo",100,NA
"9026",2019-06-13,"ROL","Romanian Leu",100,NA
"9027",2019-06-13,"RON","Romanian New Leu",1,68.2
"9028",2019-06-13,"RSD","Serbian Dinar",1,2.73
"9029",2019-06-13,"RUB","Russian Rubel",1,4.41
"9030",2019-06-13,"SDP","Sudanese pound",1,NA
"9031",2019-06-13,"SEK","Swedish Krona",1,30.09
"9032",2019-06-13,"SGD","Singapore Dollar",1,208.8
"9033",2019-06-13,"SIT","Slovenian Tolar",1,NA
"9034",2019-06-13,"SKK","Slovak Koruna",1,NA
"9035",2019-06-13,"SUR","New Ruble",100,NA
"9036",2019-06-13,"THB","Thai Baht",1,9.14
"9037",2019-06-13,"TRY","Turkish Lira",1,49.02
"9038",2019-06-13,"UAH","Ukrainian Hryvnia",1,10.81
"9039",2019-06-13,"USD","US Dollar",1,285.34
"9040",2019-06-13,"VND","Vietnamese Dong",100,NA
"9041",2019-06-13,"XEU","ECU",1,NA
"9042",2019-06-13,"XTR","Tr/Cl Ruble",1,NA
"9043",2019-06-13,"YUD","Yugoslavian Dinar",1,NA
"9044",2019-06-13,"ZAR","South African Rand",1,19.21
"9045",2019-06-12,"ATS","Austrian Schilling",1,NA
"9046",2019-06-12,"AUD","Australian Dollar",1,197.4
"9047",2019-06-12,"AUP","Australian Pound",1,NA
"9048",2019-06-12,"BEF","Belgian Franc",100,NA
"9049",2019-06-12,"BGL","Bulgarian Lev",100,NA
"9050",2019-06-12,"BGN","Bulgarian Lev",1,164.57
"9051",2019-06-12,"BRL","Brazilian real",1,73.64
"9052",2019-06-12,"CAD","Canadian Dollar",1,213.54
"9053",2019-06-12,"CHF","Swiss Franc",1,286.4
"9054",2019-06-12,"CNY","Chinese yuan renminbi",1,41.03
"9055",2019-06-12,"CSD","Serbian Dinar",1,NA
"9056",2019-06-12,"CSK","Czechoslovakian Koruna",100,NA
"9057",2019-06-12,"CYN","Chinese yuan",100,NA
"9058",2019-06-12,"CZK","Czech Koruna",1,12.56
"9059",2019-06-12,"DDM","DDR Mark",100,NA
"9060",2019-06-12,"DEM","Deutsche Mark",1,NA
"9061",2019-06-12,"DKK","Danish Krone",1,43.1
"9062",2019-06-12,"EEK","Estonian kroon",1,NA
"9063",2019-06-12,"EGP","Egyptian Pound",1,NA
"9064",2019-06-12,"ESP","Spanish Peseta",100,NA
"9065",2019-06-12,"EUR","Euro",1,321.87
"9066",2019-06-12,"FIM","Finnish Markka",1,NA
"9067",2019-06-12,"FRF","French Franc",1,NA
"9068",2019-06-12,"GBP","Pound Sterling",1,361.92
"9069",2019-06-12,"GHP","Ghana Pound",1,NA
"9070",2019-06-12,"GRD","Greek Drachma",100,NA
"9071",2019-06-12,"HKD","Hong Kong Dollar",1,36.3
"9072",2019-06-12,"HRK","Croatian Kuna",1,43.42
"9073",2019-06-12,"HUF","Hungarian forint",1,NA
"9074",2019-06-12,"IDR","Indonesian Rupiah",100,2
"9075",2019-06-12,"IEP","Irish Pound",1,NA
"9076",2019-06-12,"ILS","Israeli Shekel",1,79.32
"9077",2019-06-12,"INR","Indian Rupee",1,4.1
"9078",2019-06-12,"ISK","Icelandic Krona",1,2.29
"9079",2019-06-12,"ITL","Italian Lira",1000,NA
"9080",2019-06-12,"JPY","Japanese Yen",100,262.35
"9081",2019-06-12,"KPW","North Korean Won",100,NA
"9082",2019-06-12,"KRW","South Korean Won",100,24.03
"9083",2019-06-12,"KWD","Kuwaiti Dinar",1,NA
"9084",2019-06-12,"LBP","Lebanese Pound",100,NA
"9085",2019-06-12,"LTL","Lithuanian litas",1,NA
"9086",2019-06-12,"LUF","Luxembourg Franc",100,NA
"9087",2019-06-12,"LVL","Latvian lats",1,NA
"9088",2019-06-12,"MNT","Mongolian Tugrik",100,NA
"9089",2019-06-12,"MXN","Mexican Peso",1,14.81
"9090",2019-06-12,"MYR","Malaysian Ringgit",1,68.27
"9091",2019-06-12,"NLG","Netherlands Guilder",1,NA
"9092",2019-06-12,"NOK","Norwegian Krone",1,32.87
"9093",2019-06-12,"NZD","New Zealand Dollar",1,186.95
"9094",2019-06-12,"OAL","Alban Lek",100,NA
"9095",2019-06-12,"OBL","Bulgarian Lev",100,NA
"9096",2019-06-12,"OFR","French Franc",100,NA
"9097",2019-06-12,"ORB","Ruble",100,NA
"9098",2019-06-12,"PHP","Philippine Peso",1,5.46
"9099",2019-06-12,"PKR","Pakistan Rupee",100,NA
"9100",2019-06-12,"PLN","Polish Zloty",1,75.47
"9101",2019-06-12,"PTE","Portuguese Escudo",100,NA
"9102",2019-06-12,"ROL","Romanian Leu",100,NA
"9103",2019-06-12,"RON","Romanian New Leu",1,68.14
"9104",2019-06-12,"RSD","Serbian Dinar",1,2.73
"9105",2019-06-12,"RUB","Russian Rubel",1,4.38
"9106",2019-06-12,"SDP","Sudanese pound",1,NA
"9107",2019-06-12,"SEK","Swedish Krona",1,30.06
"9108",2019-06-12,"SGD","Singapore Dollar",1,208.19
"9109",2019-06-12,"SIT","Slovenian Tolar",1,NA
"9110",2019-06-12,"SKK","Slovak Koruna",1,NA
"9111",2019-06-12,"SUR","New Ruble",100,NA
"9112",2019-06-12,"THB","Thai Baht",1,9.09
"9113",2019-06-12,"TRY","Turkish Lira",1,48.76
"9114",2019-06-12,"UAH","Ukrainian Hryvnia",1,10.76
"9115",2019-06-12,"USD","US Dollar",1,283.99
"9116",2019-06-12,"VND","Vietnamese Dong",100,NA
"9117",2019-06-12,"XEU","ECU",1,NA
"9118",2019-06-12,"XTR","Tr/Cl Ruble",1,NA
"9119",2019-06-12,"YUD","Yugoslavian Dinar",1,NA
"9120",2019-06-12,"ZAR","South African Rand",1,19.21
"9121",2019-06-11,"ATS","Austrian Schilling",1,NA
"9122",2019-06-11,"AUD","Australian Dollar",1,197.1
"9123",2019-06-11,"AUP","Australian Pound",1,NA
"9124",2019-06-11,"BEF","Belgian Franc",100,NA
"9125",2019-06-11,"BGL","Bulgarian Lev",100,NA
"9126",2019-06-11,"BGN","Bulgarian Lev",1,163.92
"9127",2019-06-11,"BRL","Brazilian real",1,72.93
"9128",2019-06-11,"CAD","Canadian Dollar",1,213.69
"9129",2019-06-11,"CHF","Swiss Franc",1,285.93
"9130",2019-06-11,"CNY","Chinese yuan renminbi",1,40.99
"9131",2019-06-11,"CSD","Serbian Dinar",1,NA
"9132",2019-06-11,"CSK","Czechoslovakian Koruna",100,NA
"9133",2019-06-11,"CYN","Chinese yuan",100,NA
"9134",2019-06-11,"CZK","Czech Koruna",1,12.5
"9135",2019-06-11,"DDM","DDR Mark",100,NA
"9136",2019-06-11,"DEM","Deutsche Mark",1,NA
"9137",2019-06-11,"DKK","Danish Krone",1,42.92
"9138",2019-06-11,"EEK","Estonian kroon",1,NA
"9139",2019-06-11,"EGP","Egyptian Pound",1,NA
"9140",2019-06-11,"ESP","Spanish Peseta",100,NA
"9141",2019-06-11,"EUR","Euro",1,320.6
"9142",2019-06-11,"FIM","Finnish Markka",1,NA
"9143",2019-06-11,"FRF","French Franc",1,NA
"9144",2019-06-11,"GBP","Pound Sterling",1,360.13
"9145",2019-06-11,"GHP","Ghana Pound",1,NA
"9146",2019-06-11,"GRD","Greek Drachma",100,NA
"9147",2019-06-11,"HKD","Hong Kong Dollar",1,36.17
"9148",2019-06-11,"HRK","Croatian Kuna",1,43.25
"9149",2019-06-11,"HUF","Hungarian forint",1,NA
"9150",2019-06-11,"IDR","Indonesian Rupiah",100,1.99
"9151",2019-06-11,"IEP","Irish Pound",1,NA
"9152",2019-06-11,"ILS","Israeli Shekel",1,79.12
"9153",2019-06-11,"INR","Indian Rupee",1,4.08
"9154",2019-06-11,"ISK","Icelandic Krona",1,2.29
"9155",2019-06-11,"ITL","Italian Lira",1000,NA
"9156",2019-06-11,"JPY","Japanese Yen",100,260.76
"9157",2019-06-11,"KPW","North Korean Won",100,NA
"9158",2019-06-11,"KRW","South Korean Won",100,23.99
"9159",2019-06-11,"KWD","Kuwaiti Dinar",1,NA
"9160",2019-06-11,"LBP","Lebanese Pound",100,NA
"9161",2019-06-11,"LTL","Lithuanian litas",1,NA
"9162",2019-06-11,"LUF","Luxembourg Franc",100,NA
"9163",2019-06-11,"LVL","Latvian lats",1,NA
"9164",2019-06-11,"MNT","Mongolian Tugrik",100,NA
"9165",2019-06-11,"MXN","Mexican Peso",1,14.77
"9166",2019-06-11,"MYR","Malaysian Ringgit",1,68.05
"9167",2019-06-11,"NLG","Netherlands Guilder",1,NA
"9168",2019-06-11,"NOK","Norwegian Krone",1,32.76
"9169",2019-06-11,"NZD","New Zealand Dollar",1,186.75
"9170",2019-06-11,"OAL","Alban Lek",100,NA
"9171",2019-06-11,"OBL","Bulgarian Lev",100,NA
"9172",2019-06-11,"OFR","French Franc",100,NA
"9173",2019-06-11,"ORB","Ruble",100,NA
"9174",2019-06-11,"PHP","Philippine Peso",1,5.46
"9175",2019-06-11,"PKR","Pakistan Rupee",100,NA
"9176",2019-06-11,"PLN","Polish Zloty",1,75.14
"9177",2019-06-11,"PTE","Portuguese Escudo",100,NA
"9178",2019-06-11,"ROL","Romanian Leu",100,NA
"9179",2019-06-11,"RON","Romanian New Leu",1,67.86
"9180",2019-06-11,"RSD","Serbian Dinar",1,2.72
"9181",2019-06-11,"RUB","Russian Rubel",1,4.39
"9182",2019-06-11,"SDP","Sudanese pound",1,NA
"9183",2019-06-11,"SEK","Swedish Krona",1,30.01
"9184",2019-06-11,"SGD","Singapore Dollar",1,207.6
"9185",2019-06-11,"SIT","Slovenian Tolar",1,NA
"9186",2019-06-11,"SKK","Slovak Koruna",1,NA
"9187",2019-06-11,"SUR","New Ruble",100,NA
"9188",2019-06-11,"THB","Thai Baht",1,9.06
"9189",2019-06-11,"TRY","Turkish Lira",1,48.93
"9190",2019-06-11,"UAH","Ukrainian Hryvnia",1,10.7
"9191",2019-06-11,"USD","US Dollar",1,283.39
"9192",2019-06-11,"VND","Vietnamese Dong",100,NA
"9193",2019-06-11,"XEU","ECU",1,NA
"9194",2019-06-11,"XTR","Tr/Cl Ruble",1,NA
"9195",2019-06-11,"YUD","Yugoslavian Dinar",1,NA
"9196",2019-06-11,"ZAR","South African Rand",1,19.2
"9197",2019-06-07,"ATS","Austrian Schilling",1,NA
"9198",2019-06-07,"AUD","Australian Dollar",1,199
"9199",2019-06-07,"AUP","Australian Pound",1,NA
"9200",2019-06-07,"BEF","Belgian Franc",100,NA
"9201",2019-06-07,"BGL","Bulgarian Lev",100,NA
"9202",2019-06-07,"BGN","Bulgarian Lev",1,164.4
"9203",2019-06-07,"BRL","Brazilian real",1,73.56
"9204",2019-06-07,"CAD","Canadian Dollar",1,213.74
"9205",2019-06-07,"CHF","Swiss Franc",1,287.18
"9206",2019-06-07,"CNY","Chinese yuan renminbi",1,41.31
"9207",2019-06-07,"CSD","Serbian Dinar",1,NA
"9208",2019-06-07,"CSK","Czechoslovakian Koruna",100,NA
"9209",2019-06-07,"CYN","Chinese yuan",100,NA
"9210",2019-06-07,"CZK","Czech Koruna",1,12.53
"9211",2019-06-07,"DDM","DDR Mark",100,NA
"9212",2019-06-07,"DEM","Deutsche Mark",1,NA
"9213",2019-06-07,"DKK","Danish Krone",1,43.06
"9214",2019-06-07,"EEK","Estonian kroon",1,NA
"9215",2019-06-07,"EGP","Egyptian Pound",1,NA
"9216",2019-06-07,"ESP","Spanish Peseta",100,NA
"9217",2019-06-07,"EUR","Euro",1,321.54
"9218",2019-06-07,"FIM","Finnish Markka",1,NA
"9219",2019-06-07,"FRF","French Franc",1,NA
"9220",2019-06-07,"GBP","Pound Sterling",1,362.98
"9221",2019-06-07,"GHP","Ghana Pound",1,NA
"9222",2019-06-07,"GRD","Greek Drachma",100,NA
"9223",2019-06-07,"HKD","Hong Kong Dollar",1,36.4
"9224",2019-06-07,"HRK","Croatian Kuna",1,43.33
"9225",2019-06-07,"HUF","Hungarian forint",1,NA
"9226",2019-06-07,"IDR","Indonesian Rupiah",100,2
"9227",2019-06-07,"IEP","Irish Pound",1,NA
"9228",2019-06-07,"ILS","Israeli Shekel",1,79.26
"9229",2019-06-07,"INR","Indian Rupee",1,4.11
"9230",2019-06-07,"ISK","Icelandic Krona",1,2.31
"9231",2019-06-07,"ITL","Italian Lira",1000,NA
"9232",2019-06-07,"JPY","Japanese Yen",100,263.04
"9233",2019-06-07,"KPW","North Korean Won",100,NA
"9234",2019-06-07,"KRW","South Korean Won",100,24.08
"9235",2019-06-07,"KWD","Kuwaiti Dinar",1,NA
"9236",2019-06-07,"LBP","Lebanese Pound",100,NA
"9237",2019-06-07,"LTL","Lithuanian litas",1,NA
"9238",2019-06-07,"LUF","Luxembourg Franc",100,NA
"9239",2019-06-07,"LVL","Latvian lats",1,NA
"9240",2019-06-07,"MNT","Mongolian Tugrik",100,NA
"9241",2019-06-07,"MXN","Mexican Peso",1,14.44
"9242",2019-06-07,"MYR","Malaysian Ringgit",1,68.62
"9243",2019-06-07,"NLG","Netherlands Guilder",1,NA
"9244",2019-06-07,"NOK","Norwegian Krone",1,32.82
"9245",2019-06-07,"NZD","New Zealand Dollar",1,189.04
"9246",2019-06-07,"OAL","Alban Lek",100,NA
"9247",2019-06-07,"OBL","Bulgarian Lev",100,NA
"9248",2019-06-07,"OFR","French Franc",100,NA
"9249",2019-06-07,"ORB","Ruble",100,NA
"9250",2019-06-07,"PHP","Philippine Peso",1,5.49
"9251",2019-06-07,"PKR","Pakistan Rupee",100,NA
"9252",2019-06-07,"PLN","Polish Zloty",1,75.19
"9253",2019-06-07,"PTE","Portuguese Escudo",100,NA
"9254",2019-06-07,"ROL","Romanian Leu",100,NA
"9255",2019-06-07,"RON","Romanian New Leu",1,68.13
"9256",2019-06-07,"RSD","Serbian Dinar",1,2.73
"9257",2019-06-07,"RUB","Russian Rubel",1,4.39
"9258",2019-06-07,"SDP","Sudanese pound",1,NA
"9259",2019-06-07,"SEK","Swedish Krona",1,30.2
"9260",2019-06-07,"SGD","Singapore Dollar",1,208.83
"9261",2019-06-07,"SIT","Slovenian Tolar",1,NA
"9262",2019-06-07,"SKK","Slovak Koruna",1,NA
"9263",2019-06-07,"SUR","New Ruble",100,NA
"9264",2019-06-07,"THB","Thai Baht",1,9.1
"9265",2019-06-07,"TRY","Turkish Lira",1,48.71
"9266",2019-06-07,"UAH","Ukrainian Hryvnia",1,10.75
"9267",2019-06-07,"USD","US Dollar",1,285.43
"9268",2019-06-07,"VND","Vietnamese Dong",100,NA
"9269",2019-06-07,"XEU","ECU",1,NA
"9270",2019-06-07,"XTR","Tr/Cl Ruble",1,NA
"9271",2019-06-07,"YUD","Yugoslavian Dinar",1,NA
"9272",2019-06-07,"ZAR","South African Rand",1,18.91
"9273",2019-06-06,"ATS","Austrian Schilling",1,NA
"9274",2019-06-06,"AUD","Australian Dollar",1,199.38
"9275",2019-06-06,"AUP","Australian Pound",1,NA
"9276",2019-06-06,"BEF","Belgian Franc",100,NA
"9277",2019-06-06,"BGL","Bulgarian Lev",100,NA
"9278",2019-06-06,"BGN","Bulgarian Lev",1,164.23
"9279",2019-06-06,"BRL","Brazilian real",1,73.6
"9280",2019-06-06,"CAD","Canadian Dollar",1,213.08
"9281",2019-06-06,"CHF","Swiss Franc",1,287.22
"9282",2019-06-06,"CNY","Chinese yuan renminbi",1,41.3
"9283",2019-06-06,"CSD","Serbian Dinar",1,NA
"9284",2019-06-06,"CSK","Czechoslovakian Koruna",100,NA
"9285",2019-06-06,"CYN","Chinese yuan",100,NA
"9286",2019-06-06,"CZK","Czech Koruna",1,12.52
"9287",2019-06-06,"DDM","DDR Mark",100,NA
"9288",2019-06-06,"DEM","Deutsche Mark",1,NA
"9289",2019-06-06,"DKK","Danish Krone",1,42.99
"9290",2019-06-06,"EEK","Estonian kroon",1,NA
"9291",2019-06-06,"EGP","Egyptian Pound",1,NA
"9292",2019-06-06,"ESP","Spanish Peseta",100,NA
"9293",2019-06-06,"EUR","Euro",1,321.2
"9294",2019-06-06,"FIM","Finnish Markka",1,NA
"9295",2019-06-06,"FRF","French Franc",1,NA
"9296",2019-06-06,"GBP","Pound Sterling",1,362.25
"9297",2019-06-06,"GHP","Ghana Pound",1,NA
"9298",2019-06-06,"GRD","Greek Drachma",100,NA
"9299",2019-06-06,"HKD","Hong Kong Dollar",1,36.43
"9300",2019-06-06,"HRK","Croatian Kuna",1,43.28
"9301",2019-06-06,"HUF","Hungarian forint",1,NA
"9302",2019-06-06,"IDR","Indonesian Rupiah",100,2
"9303",2019-06-06,"IEP","Irish Pound",1,NA
"9304",2019-06-06,"ILS","Israeli Shekel",1,79.37
"9305",2019-06-06,"INR","Indian Rupee",1,4.12
"9306",2019-06-06,"ISK","Icelandic Krona",1,2.3
"9307",2019-06-06,"ITL","Italian Lira",1000,NA
"9308",2019-06-06,"JPY","Japanese Yen",100,264.07
"9309",2019-06-06,"KPW","North Korean Won",100,NA
"9310",2019-06-06,"KRW","South Korean Won",100,24.2
"9311",2019-06-06,"KWD","Kuwaiti Dinar",1,NA
"9312",2019-06-06,"LBP","Lebanese Pound",100,NA
"9313",2019-06-06,"LTL","Lithuanian litas",1,NA
"9314",2019-06-06,"LUF","Luxembourg Franc",100,NA
"9315",2019-06-06,"LVL","Latvian lats",1,NA
"9316",2019-06-06,"MNT","Mongolian Tugrik",100,NA
"9317",2019-06-06,"MXN","Mexican Peso",1,14.48
"9318",2019-06-06,"MYR","Malaysian Ringgit",1,68.42
"9319",2019-06-06,"NLG","Netherlands Guilder",1,NA
"9320",2019-06-06,"NOK","Norwegian Krone",1,32.79
"9321",2019-06-06,"NZD","New Zealand Dollar",1,189.32
"9322",2019-06-06,"OAL","Alban Lek",100,NA
"9323",2019-06-06,"OBL","Bulgarian Lev",100,NA
"9324",2019-06-06,"OFR","French Franc",100,NA
"9325",2019-06-06,"ORB","Ruble",100,NA
"9326",2019-06-06,"PHP","Philippine Peso",1,5.52
"9327",2019-06-06,"PKR","Pakistan Rupee",100,NA
"9328",2019-06-06,"PLN","Polish Zloty",1,75.04
"9329",2019-06-06,"PTE","Portuguese Escudo",100,NA
"9330",2019-06-06,"ROL","Romanian Leu",100,NA
"9331",2019-06-06,"RON","Romanian New Leu",1,68.02
"9332",2019-06-06,"RSD","Serbian Dinar",1,2.73
"9333",2019-06-06,"RUB","Russian Rubel",1,4.38
"9334",2019-06-06,"SDP","Sudanese pound",1,NA
"9335",2019-06-06,"SEK","Swedish Krona",1,30.28
"9336",2019-06-06,"SGD","Singapore Dollar",1,209.23
"9337",2019-06-06,"SIT","Slovenian Tolar",1,NA
"9338",2019-06-06,"SKK","Slovak Koruna",1,NA
"9339",2019-06-06,"SUR","New Ruble",100,NA
"9340",2019-06-06,"THB","Thai Baht",1,9.11
"9341",2019-06-06,"TRY","Turkish Lira",1,49.38
"9342",2019-06-06,"UAH","Ukrainian Hryvnia",1,10.69
"9343",2019-06-06,"USD","US Dollar",1,285.64
"9344",2019-06-06,"VND","Vietnamese Dong",100,NA
"9345",2019-06-06,"XEU","ECU",1,NA
"9346",2019-06-06,"XTR","Tr/Cl Ruble",1,NA
"9347",2019-06-06,"YUD","Yugoslavian Dinar",1,NA
"9348",2019-06-06,"ZAR","South African Rand",1,19.16
"9349",2019-06-05,"ATS","Austrian Schilling",1,NA
"9350",2019-06-05,"AUD","Australian Dollar",1,199.67
"9351",2019-06-05,"AUP","Australian Pound",1,NA
"9352",2019-06-05,"BEF","Belgian Franc",100,NA
"9353",2019-06-05,"BGL","Bulgarian Lev",100,NA
"9354",2019-06-05,"BGN","Bulgarian Lev",1,164.48
"9355",2019-06-05,"BRL","Brazilian real",1,73.93
"9356",2019-06-05,"CAD","Canadian Dollar",1,213.25
"9357",2019-06-05,"CHF","Swiss Franc",1,287.47
"9358",2019-06-05,"CNY","Chinese yuan renminbi",1,41.28
"9359",2019-06-05,"CSD","Serbian Dinar",1,NA
"9360",2019-06-05,"CSK","Czechoslovakian Koruna",100,NA
"9361",2019-06-05,"CYN","Chinese yuan",100,NA
"9362",2019-06-05,"CZK","Czech Koruna",1,12.53
"9363",2019-06-05,"DDM","DDR Mark",100,NA
"9364",2019-06-05,"DEM","Deutsche Mark",1,NA
"9365",2019-06-05,"DKK","Danish Krone",1,43.08
"9366",2019-06-05,"EEK","Estonian kroon",1,NA
"9367",2019-06-05,"EGP","Egyptian Pound",1,NA
"9368",2019-06-05,"ESP","Spanish Peseta",100,NA
"9369",2019-06-05,"EUR","Euro",1,321.71
"9370",2019-06-05,"FIM","Finnish Markka",1,NA
"9371",2019-06-05,"FRF","French Franc",1,NA
"9372",2019-06-05,"GBP","Pound Sterling",1,362.6
"9373",2019-06-05,"GHP","Ghana Pound",1,NA
"9374",2019-06-05,"GRD","Greek Drachma",100,NA
"9375",2019-06-05,"HKD","Hong Kong Dollar",1,36.38
"9376",2019-06-05,"HRK","Croatian Kuna",1,43.35
"9377",2019-06-05,"HUF","Hungarian forint",1,NA
"9378",2019-06-05,"IDR","Indonesian Rupiah",100,2
"9379",2019-06-05,"IEP","Irish Pound",1,NA
"9380",2019-06-05,"ILS","Israeli Shekel",1,78.99
"9381",2019-06-05,"INR","Indian Rupee",1,4.12
"9382",2019-06-05,"ISK","Icelandic Krona",1,2.31
"9383",2019-06-05,"ITL","Italian Lira",1000,NA
"9384",2019-06-05,"JPY","Japanese Yen",100,263.46
"9385",2019-06-05,"KPW","North Korean Won",100,NA
"9386",2019-06-05,"KRW","South Korean Won",100,24.2
"9387",2019-06-05,"KWD","Kuwaiti Dinar",1,NA
"9388",2019-06-05,"LBP","Lebanese Pound",100,NA
"9389",2019-06-05,"LTL","Lithuanian litas",1,NA
"9390",2019-06-05,"LUF","Luxembourg Franc",100,NA
"9391",2019-06-05,"LVL","Latvian lats",1,NA
"9392",2019-06-05,"MNT","Mongolian Tugrik",100,NA
"9393",2019-06-05,"MXN","Mexican Peso",1,14.59
"9394",2019-06-05,"MYR","Malaysian Ringgit",1,68.32
"9395",2019-06-05,"NLG","Netherlands Guilder",1,NA
"9396",2019-06-05,"NOK","Norwegian Krone",1,32.87
"9397",2019-06-05,"NZD","New Zealand Dollar",1,189.43
"9398",2019-06-05,"OAL","Alban Lek",100,NA
"9399",2019-06-05,"OBL","Bulgarian Lev",100,NA
"9400",2019-06-05,"OFR","French Franc",100,NA
"9401",2019-06-05,"ORB","Ruble",100,NA
"9402",2019-06-05,"PHP","Philippine Peso",1,5.51
"9403",2019-06-05,"PKR","Pakistan Rupee",100,NA
"9404",2019-06-05,"PLN","Polish Zloty",1,75.19
"9405",2019-06-05,"PTE","Portuguese Escudo",100,NA
"9406",2019-06-05,"ROL","Romanian Leu",100,NA
"9407",2019-06-05,"RON","Romanian New Leu",1,67.95
"9408",2019-06-05,"RSD","Serbian Dinar",1,2.73
"9409",2019-06-05,"RUB","Russian Rubel",1,4.38
"9410",2019-06-05,"SDP","Sudanese pound",1,NA
"9411",2019-06-05,"SEK","Swedish Krona",1,30.29
"9412",2019-06-05,"SGD","Singapore Dollar",1,209.09
"9413",2019-06-05,"SIT","Slovenian Tolar",1,NA
"9414",2019-06-05,"SKK","Slovak Koruna",1,NA
"9415",2019-06-05,"SUR","New Ruble",100,NA
"9416",2019-06-05,"THB","Thai Baht",1,9.1
"9417",2019-06-05,"TRY","Turkish Lira",1,49.87
"9418",2019-06-05,"UAH","Ukrainian Hryvnia",1,10.61
"9419",2019-06-05,"USD","US Dollar",1,285.2
"9420",2019-06-05,"VND","Vietnamese Dong",100,NA
"9421",2019-06-05,"XEU","ECU",1,NA
"9422",2019-06-05,"XTR","Tr/Cl Ruble",1,NA
"9423",2019-06-05,"YUD","Yugoslavian Dinar",1,NA
"9424",2019-06-05,"ZAR","South African Rand",1,19.38
"9425",2019-06-04,"ATS","Austrian Schilling",1,NA
"9426",2019-06-04,"AUD","Australian Dollar",1,199.84
"9427",2019-06-04,"AUP","Australian Pound",1,NA
"9428",2019-06-04,"BEF","Belgian Franc",100,NA
"9429",2019-06-04,"BGL","Bulgarian Lev",100,NA
"9430",2019-06-04,"BGN","Bulgarian Lev",1,164.66
"9431",2019-06-04,"BRL","Brazilian real",1,73.71
"9432",2019-06-04,"CAD","Canadian Dollar",1,213.18
"9433",2019-06-04,"CHF","Swiss Franc",1,288.09
"9434",2019-06-04,"CNY","Chinese yuan renminbi",1,41.43
"9435",2019-06-04,"CSD","Serbian Dinar",1,NA
"9436",2019-06-04,"CSK","Czechoslovakian Koruna",100,NA
"9437",2019-06-04,"CYN","Chinese yuan",100,NA
"9438",2019-06-04,"CZK","Czech Koruna",1,12.51
"9439",2019-06-04,"DDM","DDR Mark",100,NA
"9440",2019-06-04,"DEM","Deutsche Mark",1,NA
"9441",2019-06-04,"DKK","Danish Krone",1,43.14
"9442",2019-06-04,"EEK","Estonian kroon",1,NA
"9443",2019-06-04,"EGP","Egyptian Pound",1,NA
